# spanwise profile label=P4 x=41 z=0.566133 t=34.8 n=97
# y(m) U_x U_y U_z alpha valid
 0  0.186083123  0.019139139  0.0612228364  0.961311 1
 0.00520833349  0.186083123  0.019139139  0.0612228364  0.961311 1
 0.010416667  0.166671023  0.0169205796  0.0401346684  0.994927 1
 0.015625  0.154666021 -0.00846499018  0.00267780316  0.99906 1
 0.020833334  0.172678128 -0.0197405573 -0.010378385  0.999955 1
 0.026041666  0.206794977 -0.00869855378 -0.0255953074  0.999991 1
 0.03125  0.245533735  0.0022966133 -0.0455388986  0.999933 1
 0.0364583321  0.245533735  0.0022966133 -0.0455388986  0.999933 1
 0.0416666679  0.258732438  0.0109621324 -0.0519116931  0.999371 1
 0.046875  0.233636856  0.025543794 -0.062705569  0.998359 1
 0.0520833321  0.196048543  0.0455900691 -0.0664617717  0.99584 1
 0.0572916679  0.169181943  0.0604905821 -0.0531032234  0.994581 1
 0.0625  0.155701295  0.0616026856 -0.0245264675  0.994553 1
 0.0677083358  0.155701295  0.0616026856 -0.0245264675  0.994553 1
 0.0729166642  0.139259443  0.0580140501 -0.00766976085  0.997339 1
 0.078125  0.110023022  0.0576339103 -0.00708098197  0.998844 1
 0.0833333358  0.0761138126  0.0572667755 -0.0136505682  0.999476 1
 0.0885416642  0.0519116446  0.0524282232 -0.0184220783  0.99978 1
 0.09375  0.0378032848  0.0460266843 -0.020587191  0.999903 1
 0.0989583358  0.0378032848  0.0460266843 -0.020587191  0.999903 1
 0.104166664  0.0271711648  0.0412828662 -0.0222154949  0.999873 1
 0.109375  0.0175908394  0.0395728387 -0.0193870496  0.999363 1
 0.114583336  0.00615405245  0.0408221297 -0.0119757112  0.997103 1
 0.119791664 -0.00748994388  0.0408720635 -0.0064055603  0.997957 1
 0.125 -0.0208466314  0.0374187678 -0.00594902365  0.999498 1
 0.130208328 -0.0208466314  0.0374187678 -0.00594902365  0.999498 1
 0.135416672 -0.0306232553  0.031636972 -0.00967815705  0.999968 1
 0.140625 -0.0347913541  0.0263592955 -0.0148584424  0.999999 1
 0.145833328 -0.0343206115  0.0233074967 -0.0195594057  1 1
 0.151041672 -0.031364996  0.0226122886 -0.0229603052  1 1
 0.15625 -0.0275945626  0.0236168057 -0.0249245316  1 1
 0.161458328 -0.0275945626  0.0236168057 -0.0249245316  1 1
 0.166666672 -0.0238495152  0.025518056 -0.0256934222  1 1
 0.171875 -0.0202833991  0.0276289172 -0.0256119333  1 1
 0.177083328 -0.0167269409  0.0295189861 -0.0250212438  1 1
 0.182291672 -0.0130073428  0.0309893209 -0.0241618119  1 1
 0.1875 -0.0130073428  0.0309893209 -0.0241618119  1 1
 0.192708328 -0.00907324348  0.031971693 -0.0230759867  1 1
 0.197916672 -0.00480093528  0.0323412679 -0.0216365773  1 1
 0.203125  0.000343139254  0.0318812318 -0.019893093  1 1
 0.208333328  0.00711979484  0.0303908456 -0.018385306  1 1
 0.213541672  0.0155166602  0.0277020615 -0.0176827982  1 1
 0.21875  0.0155166602  0.0277020615 -0.0176827982  1 1
 0.223958328  0.0239493009  0.0236176681 -0.0172046516  1 1
 0.229166672  0.030257713  0.0183972642 -0.015206472  1 1
 0.234375  0.0349328406  0.0123897921 -0.0124701401  1 1
 0.239583328  0.0414360389  0.00567242829 -0.013973875  1 1
 0.244791672  0.0495511554 -0.000508086814 -0.0197053608  1 1
 0.25  0.0495511554 -0.000508086814 -0.0197053608  1 1
 0.255208343  0.0557787269 -0.00690340623 -0.0230244175  1 1
 0.260416657  0.059724126 -0.0147192199 -0.0227834377  0.999999 1
 0.265625  0.0641550869 -0.0210849009 -0.0222940184  0.99997 1
 0.270833343  0.0746226683 -0.0223965347 -0.0262942202  0.999839 1
 0.276041657  0.0932109877 -0.0189874955 -0.0381813832  0.999676 1
 0.28125  0.0932109877 -0.0189874955 -0.0381813832  0.999676 1
 0.286458343  0.115388334 -0.0133418664 -0.0543703586  0.999791 1
