# spanwise profile label=P4 x=41 z=0.558706 t=30 n=97
# y(m) U_x U_y U_z alpha valid
 0  0.0369378999  6.59661112e-07  0.0758183077  1 1
 0.00520833349  0.0369378999  6.59661112e-07  0.0758183077  1 1
 0.010416667  0.0369380005  2.13327735e-06  0.0758195221  1 1
 0.015625  0.036938142  3.16675573e-06  0.0758212209  1 1
 0.020833334  0.0369386636  4.16128933e-06  0.0758228377  1 1
 0.026041666  0.0369395129  4.68570852e-06  0.0758249164  1 1
 0.03125  0.0369406417  4.92534946e-06  0.0758268684  1 1
 0.0364583321  0.0369406417  4.92534946e-06  0.0758268684  1 1
 0.0416666679  0.0369421132  4.70112991e-06  0.0758289099  1 1
 0.046875  0.0369437821  4.0547161e-06  0.075830929  1 1
 0.0520833321  0.0369456224  3.12776888e-06  0.0758330151  1 1
 0.0572916679  0.0369471386  1.80718439e-06  0.075834766  1 1
 0.0625  0.0369474441  2.73924172e-07  0.0758363456  1 1
 0.0677083358  0.0369474441  2.73924172e-07  0.0758363456  1 1
 0.0729166642  0.0369478874 -1.94894324e-06  0.0758376047  1 1
 0.078125  0.0369506069 -4.37296012e-06  0.0758387074  1 1
 0.0833333358  0.0369555242 -6.90415163e-06  0.075839594  1 1
 0.0885416642  0.036960572 -9.13469921e-06  0.0758398697  1 1
 0.09375  0.0369641632 -1.13861734e-05  0.0758399963  1 1
 0.0989583358  0.0369641632 -1.13861734e-05  0.0758399963  1 1
 0.104166664  0.0369671397 -1.357971e-05  0.0758395642  1 1
 0.109375  0.0369695425 -1.56835431e-05  0.0758388564  1 1
 0.114583336  0.0369704217 -1.75000005e-05  0.0758376643  1 1
 0.119791664  0.0369712003 -1.9508132e-05  0.0758364573  1 1
 0.125  0.036974065 -2.13577405e-05  0.0758348256  1 1
 0.130208328  0.036974065 -2.13577405e-05  0.0758348256  1 1
 0.135416672  0.0369788967 -2.30015903e-05  0.0758333504  1 1
 0.140625  0.0369836316 -2.39450965e-05  0.0758311078  1 1
 0.145833328  0.0369867235 -2.49124059e-05  0.0758293644  1 1
 0.151041672  0.0369892158 -2.53599119e-05  0.0758264512  1 1
 0.15625  0.0369892158 -2.53599119e-05  0.0758264512  1 1
 0.161458328  0.036990799 -2.60772522e-05  0.075824298  1 1
 0.166666672  0.0369909182 -2.59000535e-05  0.0758206323  1 1
 0.171875  0.0369910114 -2.65924518e-05  0.0758192837  1 1
 0.177083328  0.0369936153 -2.63347993e-05  0.0758148655  1 1
 0.182291672  0.03699724 -2.61771802e-05  0.0758123323  1 1
 0.1875  0.03699724 -2.61771802e-05  0.0758123323  1 1
 0.192708328  0.0370004401 -2.43668255e-05  0.0758063719  1 1
 0.197916672  0.0370024331 -2.30360693e-05  0.0758045092  1 1
 0.203125  0.0370042808 -2.01790717e-05  0.0757981837  1 1
 0.208333328  0.0370051041 -1.7671764e-05  0.0757962763  1 1
 0.213541672  0.0370046869 -1.3832092e-05  0.0757897347  1 1
 0.21875  0.0370046869 -1.3832092e-05  0.0757897347  1 1
 0.223958328  0.0370038413 -1.0332993e-05  0.0757885575  1 1
 0.229166672  0.0370053276 -5.82626762e-06  0.0757822469  1 1
 0.234375  0.0370086394 -1.11870611e-06  0.0757819638  1 1
 0.239583328  0.0370119177  4.71427757e-06  0.0757762343  1 1
 0.244791672  0.0370134674  1.07797823e-05  0.0757770389  1 1
 0.25  0.0370134674  1.07797823e-05  0.0757770389  1 1
 0.255208343  0.0370141491  1.70327294e-05  0.0757725388  1 1
 0.260416657  0.0370144099  2.40655208e-05  0.0757741109  1 1
 0.265625  0.0370132737  3.10248433e-05  0.0757707953  1 1
 0.270833343  0.0370119847  3.83854058e-05  0.0757734254  1 1
 0.276041657  0.0370124653  4.51137894e-05  0.0757718459  1 1
 0.28125  0.0370124653  4.51137894e-05  0.0757718459  1 1
 0.286458343  0.0370149724  5.26335971e-05  0.075775817  1 1
 0.291666657  0.0370172635  5.98620973e-05  0.0757758394  1 1
