# spanwise profile label=P4 x=41 z=0.568608 t=38 n=97
# y(m) U_x U_y U_z alpha valid
 0.192708328  0.149608418  0.162822247 -0.067326434  0.998506 1
 0.197916672  0.196414366  0.171974823 -0.107845105  0.996731 1
 0.203125  0.224043816  0.176308826 -0.149753258  0.997769 1
 0.208333328  0.240936041  0.174076289 -0.183706999  0.999477 1
 0.213541672  0.253762007  0.168260425 -0.203757524  0.999971 1
 0.21875  0.253762007  0.168260425 -0.203757524  0.999971 1
 0.223958328  0.264924079  0.157637268 -0.211270064  0.999979 1
 0.229166672  0.273550034  0.13357687 -0.203525752  0.999958 1
 0.234375  0.276994616  0.0813018307 -0.167168349  0.999931 1
 0.239583328  0.263513714 -0.00248623197 -0.0899202973  0.999706 1
 0.244791672  0.208347768 -0.0783722028 -0.0041444432  0.99751 1
 0.25  0.208347768 -0.0783722028 -0.0041444432  0.99751 1
 0.255208343  0.142110124 -0.104318246  0.0124792829  0.992844 1
 0.260416657  0.0913127661 -0.113263585 -0.000286418886  0.999963 1
 0.265625  0.052406773 -0.106744952  0.00985742547  0.999989 1
 0.270833343  0.0234497841 -0.0930689573  0.0140182953  0.999984 1
 0.276041657  0.00299980608 -0.0758370012  0.0108285304  0.999998 1
 0.28125  0.00299980608 -0.0758370012  0.0108285304  0.999998 1
 0.286458343 -0.0108713442 -0.0613772124  0.00322565553  0.999999 1
 0.291666657 -0.0190170202 -0.0481044687 -0.00378067372  1 1
 0.296875 -0.0215683859 -0.0364185832 -0.00860445015  1 1
 0.302083343 -0.0203885417 -0.0272533651 -0.0116924699  1 1
 0.307291657 -0.0116921607 -0.0200902447 -0.0148603311  0.999995 1
 0.3125 -0.0116921607 -0.0200902447 -0.0148603311  0.999995 1
 0.317708343  0.0088173151 -0.01377057 -0.0202465523  0.999909 1
 0.322916657  0.0299546048 -0.00682181632 -0.0279170647  0.999361 1
 0.328125  0.0382211134  0.00545045082 -0.0318315849  0.998504 1
 0.333333343  0.0431392156  0.0279903412 -0.030867558  0.997616 1
 0.338541657  0.0724390149  0.0583258271 -0.0403876714  0.998978 1
 0.34375  0.0724390149  0.0583258271 -0.0403876714  0.998978 1
 0.348958343  0.134971619  0.0770161748 -0.0504487231  0.998977 1
 0.354166657  0.205626026  0.0314664319 -0.0164944511  0.998004 1
 0.359375  0.252468705 -0.0312440936  0.0171963703  0.999823 1
 0.364583343  0.281260073 -0.068269074  0.0261209458  0.999843 1
 0.369791657  0.306610733 -0.0911633521  0.0230756942  0.998259 1
 0.375  0.306610733 -0.0911633521  0.0230756942  0.998259 1
 0.380208343  0.325298131 -0.107146919  0.0142279984  0.994309 1
 0.385416657  0.336071223 -0.115541294  0.000685819075  0.991788 1
 0.390625  0.340608656 -0.11585483 -0.0149664767  0.992539 1
 0.395833343  0.344484925 -0.109697938 -0.0310057327  0.992202 1
 0.401041657  0.351697952 -0.0972908586 -0.0517365783  0.992187 1
 0.40625  0.351697952 -0.0972908586 -0.0517365783  0.992187 1
 0.411458343  0.361664623 -0.0809160024 -0.0822869614  0.995815 1
 0.416666657  0.368948936 -0.0654505491 -0.119432203  0.99853 1
 0.421875  0.365946203 -0.0640615374 -0.15157935  0.999263 1
 0.427083343  0.346744686 -0.0858910233 -0.169256821  0.99975 1
 0.432291657  0.32271874 -0.124535181 -0.17375654  0.999642 1
 0.4375  0.32271874 -0.124535181 -0.17375654  0.999642 1
 0.442708343  0.305975586 -0.138264999 -0.151123747  0.997102 1
 0.447916657  0.290886462 -0.119203225 -0.0905241892  0.991058 1
 0.453125  0.277642339 -0.0807045996 -0.0289594773  0.99412 1
 0.458333343  0.268806368 -0.0552579425  0.00180578383  0.996794 1
 0.463541657  0.273013592 -0.0547926314 -0.00382752088  0.99617 1
 0.46875  0.273013592 -0.0547926314 -0.00382752088  0.99617 1
 0.473958343  0.287592411 -0.0702996403 -0.0379042514  0.989088 1
 0.479166657  0.312966466 -0.107236326 -0.105326526  0.980038 1
 0.484375  0.399856657 -0.126541078 -0.170180276  0.974378 1
 0.489583343  0.508089781 -0.0994609743 -0.21255827  0.976666 1
 0.494791657  0.561266422 -0.0386602134 -0.242131561  0.98087 1
 0.5  0.561266422 -0.0386602134 -0.242131561  0.98087 1
