# spanwise profile label=P4 x=41 z=0.568608 t=38 n=97
# y(m) U_x U_y U_z alpha valid
 0  0.343396723  0.0069591729 -0.0847754329  0.974975 1
 0.00520833349  0.343396723  0.0069591729 -0.0847754329  0.974975 1
 0.010416667  0.255902559  0.0255251881 -0.0390700214  0.959521 1
 0.015625  0.193219915  0.0305351336  0.000272006204  0.959328 1
 0.020833334  0.150944263  0.0369842499 -0.0140360175  0.977029 1
 0.026041666  0.120210029  0.0249831248 -0.0547278859  0.998108 1
 0.03125  0.0749373138  0.0102173472 -0.0277505424  0.999688 1
 0.0364583321  0.0749373138  0.0102173472 -0.0277505424  0.999688 1
 0.0416666679  0.0234842207 -0.00948966295 -0.00804789644  0.999821 1
 0.046875  0.00838001817 -0.0191748925 -0.0106034391  0.999951 1
 0.0520833321  0.00332488189 -0.0242577493 -0.0120322341  0.999995 1
 0.0572916679 -0.000492914871 -0.0282604992 -0.0137193482  0.999999 1
 0.0625 -0.00469076447 -0.0334407426 -0.0150734633  0.999999 1
 0.0677083358 -0.00469076447 -0.0334407426 -0.0150734633  0.999999 1
 0.0729166642 -0.00775341643 -0.0371597745 -0.0156251844  0.999995 1
 0.078125 -0.00997973606 -0.0385936126 -0.0148862693  0.999982 1
 0.0833333358 -0.0121692736 -0.0384341143 -0.0133210318  0.999964 1
 0.0885416642 -0.0147757316 -0.0378622822 -0.0130059179  0.99994 1
 0.09375 -0.0171753727 -0.0367443375 -0.0159282573  0.999905 1
 0.0989583358 -0.0171753727 -0.0367443375 -0.0159282573  0.999905 1
 0.104166664 -0.0187054817 -0.0333139673 -0.0216694716  0.999887 1
 0.109375 -0.020204993 -0.0268503819 -0.0265045706  0.999951 1
 0.114583336 -0.0222417973 -0.0194157735 -0.0280960668  0.999959 1
 0.119791664 -0.0234880671 -0.0128827235 -0.0268703811  0.999986 1
 0.125 -0.0238966811 -0.00671758642 -0.0241075419  0.999998 1
 0.130208328 -0.0238966811 -0.00671758642 -0.0241075419  0.999998 1
 0.135416672 -0.0250850469  0.000730040134 -0.0207965914  1 1
 0.140625 -0.0275552664  0.0100527126 -0.0168587323  1 1
 0.145833328 -0.0312834755  0.0213284008 -0.0123253483  1 1
 0.151041672 -0.0357856341  0.0362586118 -0.00706305262  1 1
 0.15625 -0.0366250239  0.0555618368 -0.00259190891  0.999997 1
 0.161458328 -0.0366250239  0.0555618368 -0.00259190891  0.999997 1
 0.166666672 -0.0308207702  0.0787210986 -0.00132293731  0.999983 1
 0.171875 -0.010747184  0.103588477 -0.00486012688  0.999912 1
 0.177083328  0.0284020528  0.126422212 -0.0102482485  0.99891 1
 0.182291672  0.087191388  0.148110107 -0.0318085626  0.998435 1
 0.1875  0.087191388  0.148110107 -0.0318085626  0.998435 1
