# spanwise profile label=P4 x=41 z=0.576035 t=36.4 n=97
# y(m) U_x U_y U_z alpha valid
 0  0.249817401 -0.00911115855 -0.0708461031  0.990574 1
 0.00520833349  0.249817401 -0.00911115855 -0.0708461031  0.990574 1
 0.010416667  0.183074638 -0.00747103756 -0.093854934  0.999471 1
 0.015625  0.177725703 -0.00209339848 -0.062792249  0.999014 1
 0.020833334  0.197995305  0.0150699653 -0.010842246  0.99799 1
 0.026041666  0.192713544  0.0364246741  0.0557801127  0.997843 1
 0.03125  0.176742077  0.0425919853  0.0884206668  0.998433 1
 0.0364583321  0.176742077  0.0425919853  0.0884206668  0.998433 1
 0.0416666679  0.161460146  0.0435875952  0.0823357627  0.999204 1
 0.046875  0.139728934  0.0472067073  0.0538238771  0.999567 1
 0.0520833321  0.10932263  0.0568477251  0.0254255012  0.999782 1
 0.0572916679  0.0836933777  0.070738323  0.00730622932  0.999349 1
 0.0625  0.0685627982  0.0854268819 -0.0090482533  0.998243 1
 0.0677083358  0.0685627982  0.0854268819 -0.0090482533  0.998243 1
 0.0729166642  0.0600538813  0.0946608782 -0.0204423442  0.999045 1
 0.078125  0.0496171638  0.0895335749 -0.0246328562  0.99924 1
 0.0833333358  0.0357290469  0.0706355572 -0.0202904306  0.997274 1
 0.0885416642  0.0180680063  0.0515928976 -0.0128344102  0.995589 1
 0.09375 -0.00752640236  0.0234372728 -0.010467656  0.997958 1
 0.0989583358 -0.00752640236  0.0234372728 -0.010467656  0.997958 1
 0.104166664 -0.0485246293 -0.0131260604 -0.0352808535  0.999568 1
 0.109375 -0.0201799683 -0.0557697229 -0.114652671  0.999649 1
 0.114583336  0.0395045094 -0.0581248924 -0.147593424  0.998007 1
 0.119791664  0.054097306 -0.05719015 -0.149853274  0.994596 1
 0.125  0.0873323679 -0.0641797483 -0.123511866  0.992783 1
 0.130208328  0.0873323679 -0.0641797483 -0.123511866  0.992783 1
 0.135416672  0.110551864 -0.0649028271 -0.0785312951  0.992806 1
 0.140625  0.105876125 -0.0548818372 -0.0392944328  0.991291 1
