# X (m) TKE_avg epsilon_turb_avg epsilon_avg
 18.05  0.000383744838  1.34246033e-05  2.26971406e-05
 18.1  0.00049543564  1.57433998e-05  2.39657878e-05
 18.15  0.000503741578  1.91471798e-05  2.45511761e-05
 18.2  0.000470081442  1.01426774e-05  2.02910605e-05
 18.25  0.000454344261  1.10503736e-05  1.75724744e-05
 18.3  0.000625346235  2.77995242e-05  1.70523133e-05
 18.35  0.000691657264  2.33369953e-05  1.69793361e-05
 18.4  0.00059723234  2.70927862e-05  7.84050504e-06
 18.45  3.52263026e-05  5.65260766e-06  8.88646778e-06
 18.5  5.90617118e-05  2.99162504e-06  9.04361859e-06
 18.55  5.53556531e-05  5.60293219e-06  8.07346286e-06
 18.6  0.000230369923  1.32627207e-05  6.01159858e-06
 18.65  0.000328162395  1.44503766e-05  5.47089391e-06
 18.7  0.000258952029  1.08834774e-05  9.69002363e-06
 18.75  4.76743696e-05  8.25377992e-07  1.1781099e-05
 18.8  4.77624464e-05  1.24747965e-06  1.40328145e-05
 18.85  9.78166456e-05  2.03974887e-06  1.56050845e-05
 18.9  0.000138970851  5.24722018e-06  2.27738722e-05
 18.95  0.000169114618  4.47635022e-06  2.26361437e-05
 19  0.000237335706  6.08773459e-06  2.7536806e-05
 19.05  0.000323882521  9.46128143e-06  2.61987241e-05
 19.1  0.000308811153  1.40531593e-05  3.93567862e-05
 19.15  0.000558951583  2.97195118e-05  4.21935097e-05
 19.2  0.00096866483  3.40006071e-05  4.55541303e-05
 19.25  0.00113487985  4.90522029e-05  4.69566501e-05
 19.3  0.000825518395  3.13563271e-05  4.89687037e-05
 19.35  0.000751705907  1.4077692e-05  5.03056803e-05
 19.4  0.000789953481  1.3372317e-05  4.09486066e-05
 19.45  0.00158249911  5.86085459e-05  4.72108829e-05
 19.5  0.0013128187  4.68599942e-05  3.87505532e-05
 19.55  0.00119895979  3.23313103e-05  4.12561509e-05
 19.6  0.00112908177  2.26854579e-05  2.7852057e-05
 19.65  0.0010968869  1.87713402e-05  2.53966195e-05
 19.7  0.00107602949  2.59022523e-05  2.90935141e-05
 19.75  0.001664755  6.54279025e-05  2.57886617e-05
 19.8  0.0016058472  7.62688573e-05  2.58342057e-05
 19.85  0.00147460121  4.62748671e-05  1.43063209e-05
 19.9  0.000567556516  1.37119233e-05  1.21279246e-05
 19.95  0.000311104948  3.06219019e-05  8.85480054e-06
 20  0.000268109362  1.36888146e-05  7.09785879e-06
 20.05  0.000357250718  2.58080223e-05  1.01100652e-05
 20.1  0.000374404331  1.51217885e-05  1.69955191e-05
 20.15  0.000436178406  1.11456257e-05  1.2944339e-05
 20.2  0.000277625194  1.46028441e-05  1.48139618e-05
 20.25  0.000380639892  3.02042642e-05  1.58940311e-05
 20.3  0.00040089725  1.3441967e-05  2.40504294e-05
 20.35  0.00036544631  1.26526801e-05  2.69652311e-05
 20.4  0.00042324666  1.27974025e-05  2.79157259e-05
 20.45  0.000670662791  2.42620524e-05  5.32239741e-05
 20.5  0.00137058648  9.61342607e-05  7.44394762e-05
 20.55  0.00147881165  0.000135657942  9.1728718e-05
 20.6  0.00153730571  0.000153589946  7.75488991e-05
 20.65  0.00234297155  0.000256771756  8.81462465e-05
 20.7  0.00343619859  0.000415697473  0.000188667541
 20.75  0.00385629576  0.00067297408  0.000153979972
 20.8  0.0115915221  0.00390902655  0.000421611332
 20.85  0.0241441038  0.00935640555  0.000625414134
 20.9  0.0422841004  0.0198713288  0.00090879447
 20.95  0.0455896261  0.0344619321  0.00174803022
 21  0.0473083398  0.0360587767  0.00136121766
 21.05  0.0315978725  0.0312657655  0.0012173661
 21.1  0.0487081721  0.0333910367  0.00135948162
 21.15  0.0368577046  0.023807429  0.00114328259
 21.2  0.031395702  0.026178855  0.00131087973
 21.25  0.0236797179  0.00699542728  0.00129491711
 21.3  0.0168034504  0.00823617551  0.00224549472
 21.35  0.00899049298  0.0010298538  0.000657404076
 21.4  0.00775070773  0.00183468676  0.000748884415
 21.45  0.00811034816  0.00223425229  0.000756591305
 21.5  0.00847062298  0.00156387017  0.000767652778
 21.55  0.00981637813  0.00228898684  0.000787057935
 21.6  0.00740080451  0.00151579231  0.000441095772
 21.65  0.00582707376  0.00101688713  0.0002081878
 21.7  0.00747313247  0.00144426511  0.000258482296
 21.75  0.00674611746  0.0010468696  0.00024355894
 21.8  0.00690615944  0.00158477654  0.000179409522
 21.85  0.00658333325  0.000903574617  0.000136021125
 21.9  0.0054288633  0.000759645434  0.000126793254
 21.95  0.00761312887  0.00142448246  0.000248081533
 22  0.00712739072  0.000816584982  0.000364810781
 22.05  0.00628629359  0.00085646372  0.000425110814
 22.1  0.00623017769  0.000705677338  0.000331399978
 22.15  0.00676104679  0.000683095078  0.000277507062
 22.2  0.00791763641  0.00136432531  0.000295734078
 22.25  0.00875059241  0.00198684792  0.000256441799
 22.3  0.0109537141  0.00200907723  0.000340604446
 22.35  0.00781347646  0.00129757957  0.00019721855
 22.4  0.00939713675  0.00203048372  0.000274900573
 22.45  0.00485378954  0.000801411255  0.000154269741
 22.5  0.00427863837  0.000533180167  0.000131713651
 22.55  0.00403516315  0.000527491541  0.000163663053
 22.6  0.00308556288  0.000442867019  0.000144722211
 22.65  0.00385851088  0.00048996151  0.000193540113
 22.7  0.00596502121  0.0017970715  0.000467170988
 22.75  0.0212809351  0.0074976191  0.000808778197
 22.8  0.019082586  0.00668828169  0.000715457239
 22.85  0.0134875044  0.00562030865  0.000768962126
 22.9  0.0278393364  0.0132108447  0.00126089619
 22.95  0.0184532077  0.00643904042  0.000654018517
 23  0.0192610976  0.0053962322  0.00199496838
 23.05  0.0326075552  0.00743001708  0.0120365189
 23.1 -0 -0 -0
 23.15 -0 -0 -0
 23.2 -0 -0 -0
 23.25 -0 -0 -0
 23.3 -0 -0 -0
 23.35 -0 -0 -0
 23.4 -0 -0 -0
 23.45 -0 -0 -0
 23.5 -0 -0 -0
 23.55 -0 -0 -0
 23.6 -0 -0 -0
 23.65 -0 -0 -0
 23.7  0.00116109735  0.00035467914  0.00120398389
 23.75  0.000399716688  0.000235992503  0.000391674471
 23.8  4.96319435e-05  4.86371759e-06  1.16576975e-05
 23.81  nan  nan  nan
