# X (m) TKE_avg epsilon_turb_avg epsilon_avg
 18.05  4.28919861e-06  1.13843096e-07  7.57334374e-06
 18.1  6.80680129e-06  4.57639402e-07  8.72107304e-06
 18.15  7.62757778e-06  7.57773432e-07  6.26292425e-06
 18.2  4.3889116e-05  2.65574778e-06  6.23987461e-06
 18.25  4.80306472e-06  4.66513524e-07  2.85476293e-06
 18.3  4.66192387e-06  1.20911798e-06  2.76208202e-06
 18.35  0.000135684308  4.37237244e-06  3.80579891e-06
 18.4  0.000111227836  2.62592105e-06  4.35551592e-06
 18.45  8.82713753e-05  2.24545201e-06  4.29911129e-06
 18.5  7.15607931e-05  2.07046258e-06  8.37940503e-06
 18.55  5.45018576e-05  1.62883524e-06  7.28341766e-06
 18.6  4.37124304e-05  1.19457372e-06  6.76426922e-06
 18.65  8.07929673e-06  3.46195843e-07  1.35057525e-05
 18.7  2.34261418e-05  6.3970121e-07  1.49217701e-05
 18.75  2.63959575e-05  6.31825844e-07  2.18519299e-05
 18.8  5.03957543e-05  9.03743923e-07  2.09765229e-05
 18.85  5.72883991e-05  6.55613218e-07  2.41128587e-05
 18.9  1.54489232e-05  1.12707771e-06  3.06608926e-05
 18.95  0.0002102443  3.16264967e-06  3.34206591e-05
 19  0.000295755421  4.41169853e-06  5.03563217e-05
 19.05  0.000543818952  8.43031661e-06  4.00659592e-05
 19.1  0.000456962143  2.01132173e-05  5.28574376e-05
 19.15  0.000565591046  8.89194795e-06  5.05504654e-05
 19.2  0.00100706559  2.73762412e-05  6.27380646e-05
 19.25  0.00138875339  2.48203667e-05  6.1001058e-05
 19.3  0.00143564897  3.69465205e-05  6.42554294e-05
 19.35  0.00137040836  9.22074978e-05  6.42169458e-05
 19.4  0.00121253337  3.2838457e-05  4.87979389e-05
 19.45  0.000960930359  2.71678346e-05  6.27732148e-05
 19.5  0.000379970563  1.15880363e-05  3.90844985e-05
 19.55  0.000333868835  7.86541916e-06  3.04256203e-05
 19.6  0.000145186184  3.45224969e-06  3.40097755e-05
 19.65  0.000232555851  5.67980373e-06  4.689508e-05
 19.7  0.000190872003  3.77339566e-06  5.45350679e-05
 19.75  0.000451169514  1.84770729e-05  7.30256771e-05
 19.8  0.000548306471  2.79939184e-05  0.000105980162
 19.85  0.000871991781  0.000109987815  0.000108313727
 19.9  0.000291194251  0.00181303344  0.000125475262
 19.95  0.00088805002  0.000112407937  8.18311672e-05
 20  0.000901239246  0.000155842567  6.28945405e-05
 20.05  0.000523291654  2.78975777e-05  3.17606341e-05
 20.1  0.000944877764  0.000102767165  6.4534369e-05
 20.15  0.00115904462  0.000190707829  3.87241817e-05
 20.2  0.00116635252  0.000103117876  2.73677594e-05
 20.25  0.00077642519  5.11217993e-05  3.50324176e-05
 20.3  0.00165364995  0.000102990907  3.00104312e-05
 20.35  0.00221829611  0.00051061046  4.63913132e-05
 20.4  0.00162387792  0.000249973616  3.47692431e-05
 20.45  0.00282644857  0.000477187203  5.1009954e-05
 20.5  0.00246428326  0.000482528933  5.15879265e-05
 20.55  0.00301954681  0.000862173585  6.88831133e-05
 20.6  0.0025462584  0.000968456181  6.5354925e-05
 20.65  0.00300734701  0.000840816506  5.4211267e-05
 20.7  0.00288743094  0.000404703288  0.00011896379
 20.75  0.00726955434  0.00134132317  0.000150850468
 20.8  0.00451161695  0.000755541973  9.57856937e-05
 20.85  0.00525625211  0.000991039033  0.000150864343
 20.9  0.00933821922  0.00226637554  0.000215598408
 20.95  0.0134655042  0.00324756146  0.00032365931
 21  0.0200258365  0.00617460181  0.000490449377
 21.05  0.0227211491  0.00909376982  0.000647221458
 21.1  0.0256375898  0.00945553737  0.000703449202
 21.15  0.0306290031  0.012638786  0.000780127295
 21.2  0.0275513982  0.00724663927  0.000519063117
 21.25  0.00928744497  0.0017497864  0.000245434339
 21.3  0.00972363638  0.00280162507  0.000296587754
 21.35  0.0176073868  0.00628223285  0.00052704405
 21.4  0.0271042117  0.00961076831  0.000664497122
 21.45  0.0238571365  0.00954361418  0.000592979999
 21.5  0.0253902544  0.00720682815  0.000533397904
 21.55  0.00842879578  0.00327115025  0.000356694844
 21.6  0.0113860874  0.00459058191  0.000356275327
 21.65  0.00505157543  0.00129829705  0.000160010847
 21.7  0.00993038805  0.00261308324  0.000317981089
 21.75  0.0238050483  0.00792742503  0.000534452479
 21.8  0.023847856  0.0097744174  0.00067066635
 21.85  0.0236901669  0.00750090825  0.000687817162
 21.9  0.0229046316  0.00756459924  0.000907933651
 21.95  0.00529157098  0.000799704261  0.000360869055
 22  0.00345164037  0.000310035556  0.000287649048
 22.05  0.00375713896  0.000277694478  0.000369606762
 22.1  0.00396038878  0.000301964768  0.00040461616
 22.15  0.00323428937  0.000365560504  0.000270611276
 22.2  0.00227055779  0.000301458754  0.000230612851
 22.25  0.00453577691  0.000637852069  0.000265633443
 22.3  0.00490151432  0.000491998245  0.000202323842
 22.35  0.00316693999  0.000339892613  0.000157459166
 22.4  0.00376922373  0.000371520846  0.000119502618
 22.45  0.00413648802  0.000508600438  0.000212739822
 22.5  0.00362095297  0.000345340607  0.000389364012
 22.55  0.0032917269  0.000379370066  0.000167918661
 22.6  0.00396973155  0.000468119762  0.000150259434
 22.65  0.00571141781  0.00112052558  0.000142317442
 22.7  0.00460280977  0.00081914238  0.000138243055
 22.75  0.00414926481  0.000984802203  0.000155542368
 22.8  0.00390287837  0.000549092628  0.000130390876
 22.85  0.00494027143  0.000703195761  0.000132764462
 22.9  0.00545235787  0.00118014308  0.000191076103
 22.95  0.00330746283  0.000625289157  0.00014545459
 23  0.00651417844  0.00126493013  0.000286319628
 23.05  0.00738935067  0.00134602649  0.000309048318
 23.1  0.00908097156  0.00286774127  0.000452099815
 23.15  0.0106733119  0.00249220534  0.000477701178
 23.2  0.0107804113  0.00193109253  0.000575507464
 23.25  0.00743255121  0.00213975973  0.000772094829
 23.3  0.00619962393  0.00101314254  0.000381504514
 23.35  0.0110996917  0.00214640335  0.000629859015
 23.4  0.00859149781  0.00070696771  0.000645064794
 23.45  0.0108250157  0.00218305691  0.00142609872
 23.5  0.00934894696  0.00255739596  0.00262302205
 23.55  0.0110017929  0.0039779541  0.00316066098
 23.59  nan  nan  nan
