# spanwise profile label=P2 x=35 z=0.443848 t=33.2 n=97
# y(m) U_x U_y U_z alpha valid
 0  0.149183437 -1.65430663e-07 -0.114256121  1 1
 0.00520833349  0.149183437 -1.65430663e-07 -0.114256121  1 1
 0.010416667  0.149183601 -4.92242577e-07 -0.114256226  1 1
 0.015625  0.14918384 -8.12866517e-07 -0.114256524  1 1
 0.020833334  0.149184108 -1.10131623e-06 -0.114256978  1 1
 0.026041666  0.149184451 -1.36651499e-06 -0.114257619  1 1
 0.03125  0.149184451 -1.36651499e-06 -0.114257619  1 1
 0.0364583321  0.149184912 -1.54634006e-06 -0.114258207  1 1
 0.0416666679  0.149185359 -1.70447299e-06 -0.114258818  1 1
 0.046875  0.149185866 -1.77050651e-06 -0.114259608  1 1
 0.0520833321  0.149186671 -1.80010454e-06 -0.114260547  1 1
 0.0572916679  0.149187326 -1.69142095e-06 -0.114261672  1 1
 0.0625  0.149187326 -1.69142095e-06 -0.114261672  1 1
 0.0677083358  0.149187997 -1.49093466e-06 -0.114262812  1 1
 0.0729166642  0.149188697 -1.19950596e-06 -0.114263967  1 1
 0.078125  0.149189487 -8.3287199e-07 -0.114265241  1 1
 0.0833333358  0.149190292 -3.94196661e-07 -0.114266418  1 1
 0.0885416642  0.149191037  1.23620666e-07 -0.114267506  1 1
 0.09375  0.149191037  1.23620666e-07 -0.114267506  1 1
 0.0989583358  0.149191871  7.26705082e-07 -0.114268653  1 1
 0.104166664  0.149192557  1.42400847e-06 -0.114269949  1 1
 0.109375  0.149193421  2.2726831e-06 -0.114271209  1 1
 0.114583336  0.149194166  3.18819434e-06 -0.11427246  1 1
 0.119791664  0.149194688  4.27929444e-06 -0.114273809  1 1
 0.125  0.149194688  4.27929444e-06 -0.114273809  1 1
 0.130208328  0.149195328  5.32284866e-06 -0.114275008  1 1
 0.135416672  0.149196237  6.63546189e-06 -0.114276007  1 1
 0.140625  0.149196655  8.0933678e-06 -0.114277013  1 1
 0.145833328  0.149197116  9.56282747e-06 -0.114278093  1 1
 0.151041672  0.149197668  1.11341114e-05 -0.11427927  1 1
 0.15625  0.149197668  1.11341114e-05 -0.11427927  1 1
 0.161458328  0.149198219  1.27816766e-05 -0.114280216  1 1
 0.166666672  0.149198741  1.44585838e-05 -0.114281118  1 1
 0.171875  0.149199516  1.62288325e-05 -0.114282139  1 1
 0.177083328  0.149200618  1.78381451e-05 -0.114283122  1 1
 0.182291672  0.149201617  1.98072321e-05 -0.114283822  1 1
 0.1875  0.149201617  1.98072321e-05 -0.114283822  1 1
 0.192708328  0.149200648  2.1633572e-05 -0.114283495  1 1
 0.197916672  0.149199903  2.33454102e-05 -0.1142831  1 1
 0.203125  0.149199754  2.53318412e-05 -0.114282951  1 1
 0.208333328  0.149199501  2.72958896e-05 -0.114282712  1 1
 0.213541672  0.149199367  2.94064903e-05 -0.114282288  1 1
 0.21875  0.149199367  2.94064903e-05 -0.114282288  1 1
 0.223958328  0.149199188  3.15088946e-05 -0.114281736  1 1
 0.229166672  0.149199143  3.36671474e-05 -0.114281043  1 1
 0.234375  0.149199143  3.58016987e-05 -0.114280075  1 1
 0.239583328  0.14919886  3.79857738e-05 -0.114278868  1 1
 0.244791672  0.149198636  4.02612313e-05 -0.114277609  1 1
 0.25  0.149198636  4.02612313e-05 -0.114277609  1 1
 0.255208343  0.149198711  4.265592e-05 -0.114276178  1 1
 0.260416657  0.149198905  4.49753279e-05 -0.114274703  1 1
 0.265625  0.149199083  4.73363398e-05 -0.114272937  1 1
 0.270833343  0.149199322  4.96153043e-05 -0.114271097  1 1
 0.276041657  0.149199635  5.18867855e-05 -0.114268921  1 1
 0.28125  0.149199635  5.18867855e-05 -0.114268921  1 1
