# spanwise profile label=P2 x=35 z=0.431445 t=31.6 n=97
# y(m) U_x U_y U_z alpha valid
 0  0.131206855  7.06245544e-07 -0.106035322  1 1
 0.00520833349  0.131206855  7.06245544e-07 -0.106035322  1 1
 0.010416667  0.131207049  2.15753903e-06 -0.106035233  1 1
 0.015625  0.131207317  3.55977932e-06 -0.10603521  1 1
 0.020833334  0.131207645  5.03273213e-06 -0.106035173  1 1
 0.026041666  0.131208077  6.4588894e-06 -0.106035136  1 1
 0.03125  0.131208077  6.4588894e-06 -0.106035136  1 1
 0.0364583321  0.131208748  7.98167548e-06 -0.10603492  1 1
 0.0416666679  0.131209403  9.43849591e-06 -0.106034562  1 1
 0.046875  0.131210133  1.09874009e-05 -0.106034242  1 1
 0.0520833321  0.131211162  1.24903854e-05 -0.106033936  1 1
 0.0572916679  0.131212234  1.40492648e-05 -0.106033675  1 1
 0.0625  0.131212234  1.40492648e-05 -0.106033675  1 1
 0.0677083358  0.131213263  1.56381102e-05 -0.106033303  1 1
 0.0729166642  0.131214365  1.72535183e-05 -0.106032811  1 1
 0.078125  0.131215587  1.8854782e-05 -0.106032342  1 1
 0.0833333358  0.131216899  2.04051667e-05 -0.106031679  1 1
 0.0885416642  0.131218195  2.19797912e-05 -0.106030837  1 1
 0.09375  0.131218195  2.19797912e-05 -0.106030837  1 1
 0.0989583358  0.131219581  2.3487255e-05 -0.106029935  1 1
 0.104166664  0.131221071  2.49883433e-05 -0.106029116  1 1
 0.109375  0.13122274  2.64738228e-05 -0.106028251  1 1
 0.114583336  0.131224334  2.79280775e-05 -0.106027238  1 1
 0.119791664  0.13122572  2.94011534e-05 -0.106026366  1 1
 0.125  0.13122572  2.94011534e-05 -0.106026366  1 1
 0.130208328  0.131227314  3.07439041e-05 -0.106025293  1 1
 0.135416672  0.131229535  3.21986154e-05 -0.106024139  1 1
 0.140625  0.13123101  3.36094636e-05 -0.106022872  1 1
 0.145833328  0.1312325  3.49546863e-05 -0.106021658  1 1
 0.151041672  0.131234109  3.61806124e-05 -0.10602057  1 1
 0.15625  0.131234109  3.61806124e-05 -0.10602057  1 1
 0.161458328  0.131235719  3.74150513e-05 -0.106019318  1 1
 0.166666672  0.131237254  3.84684572e-05 -0.106017917  1 1
 0.171875  0.131238729  3.95070711e-05 -0.106016718  1 1
 0.177083328  0.131240636  4.03626218e-05 -0.106015421  1 1
 0.182291672  0.131242797  4.11853762e-05 -0.106014162  1 1
 0.1875  0.131242797  4.11853762e-05 -0.106014162  1 1
 0.192708328  0.131243363  4.17362353e-05 -0.106012173  1 1
 0.197916672  0.131244093  4.22938574e-05 -0.106010199  1 1
 0.203125  0.131245375  4.30145919e-05 -0.106008425  1 1
 0.208333328  0.131246656  4.37385715e-05 -0.106006779  1 1
 0.213541672  0.131247967  4.46063023e-05 -0.106004976  1 1
 0.21875  0.131247967  4.46063023e-05 -0.106004976  1 1
 0.223958328  0.13124913  4.54337023e-05 -0.10600315  1 1
 0.229166672  0.131250411  4.63392789e-05 -0.10600125  1 1
 0.234375  0.131251767  4.72110987e-05 -0.105999216  1 1
 0.239583328  0.131252959  4.81796596e-05 -0.105996892  1 1
 0.244791672  0.131254196  4.92811487e-05 -0.105994612  1 1
 0.25  0.131254196  4.92811487e-05 -0.105994612  1 1
 0.255208343  0.131255448  5.04912387e-05 -0.10599231  1 1
 0.260416657  0.131256685  5.16542314e-05 -0.10599006  1 1
 0.265625  0.131257892  5.2911837e-05 -0.105987556  1 1
