# spanwise profile  label=P2  x=35  z=0.41  t=30  n=97
# y(m) U_x U_y U_z valid
 0  0.138375491  4.40019789e-07 -0.119986795 1
 0.00520833349  0.138375476  8.11718792e-07 -0.119986728 1
 0.010416667  0.138375461  1.46352647e-06 -0.119986616 1
 0.015625  0.138375416  2.18324431e-06 -0.119986482 1
 0.020833334  0.138375327  2.90545154e-06 -0.119986303 1
 0.026041666  0.138375208  3.63826916e-06 -0.119986065 1
 0.03125  0.138375103  4.39012047e-06 -0.119985759 1
 0.0364583321  0.138375118  5.14355952e-06 -0.119985625 1
 0.0416666679  0.138496429  5.84302325e-06 -0.120274387 1
 0.046875  0.13872616  6.69342353e-06 -0.120872177 1
 0.0520833321  0.138899624  7.44132376e-06 -0.121369705 1
 0.0572916679  0.138168082  8.14335817e-06 -0.119414672 1
 0.0625  0.138310224  8.77879302e-06 -0.119807318 1
 0.0677083358  0.138310105  9.50749472e-06 -0.119806901 1
 0.0729166642  0.138338625  1.02152653e-05 -0.11988505 1
 0.078125  0.138363481  1.08773293e-05 -0.119953305 1
 0.0833333358  0.138373986  1.1506876e-05 -0.11998228 1
 0.0885416642  0.138373762  1.21183684e-05 -0.11998181 1
 0.09375  0.138373494  1.26908481e-05 -0.119981088 1
 0.0989583358  0.138373271  1.32559662e-05 -0.11998044 1
 0.104166664  0.138373032  1.37817015e-05 -0.119979836 1
 0.109375  0.138372809  1.4278171e-05 -0.119979151 1
 0.114583336  0.138372555  1.47335513e-05 -0.119978406 1
 0.119791664  0.138372198  1.51387776e-05 -0.119977653 1
 0.125  0.138371751  1.55122507e-05 -0.119976915 1
 0.130208328  0.138371304  1.58404891e-05 -0.119975962 1
 0.135416672  0.138370901  1.60637537e-05 -0.11997515 1
 0.140625  0.138370439  1.62388387e-05 -0.119974308 1
 0.145833328  0.138369948  1.63815421e-05 -0.119973414 1
 0.151041672  0.138369456  1.64970097e-05 -0.119972527 1
 0.15625  0.138368949  1.66100781e-05 -0.11997164 1
 0.161458328  0.138368443  1.67191702e-05 -0.119970694 1
 0.166666672  0.138367921  1.68052229e-05 -0.119969748 1
 0.171875  0.138367385  1.68867518e-05 -0.119968794 1
 0.177083328  0.138366878  1.69584382e-05 -0.119967803 1
 0.182291672  0.138366386  1.70103522e-05 -0.119966812 1
 0.1875  0.138365954  1.70471812e-05 -0.119965993 1
 0.192708328  0.138365433  1.70764361e-05 -0.119965024 1
 0.197916672  0.138364956  1.70923813e-05 -0.119964115 1
 0.203125  0.138364539  1.71038246e-05 -0.119963221 1
 0.208333328  0.138364166  1.71046904e-05 -0.119962335 1
 0.213541672  0.138363793  1.70851508e-05 -0.119961455 1
