# vertical alpha at x=20 y=0.25 t=33.2
# z(m) alpha
 0  1
 0.010416667  1
 0.020833334  1
 0.03125  1
 0.0416666679  1
 0.0520833321  1
 0.0625  1
 0.0729166642  1
 0.0833333358  1
 0.09375  1
 0.104166664  1
 0.114583336  1
 0.125  1
 0.135416672  1
 0.145833328  1
 0.15625  1
 0.166666672  1
 0.177083328  1
 0.1875  1
 0.197916672  1
 0.208333328  1
 0.21875  1
 0.229166672  1
 0.239583328  1
 0.25  1
 0.260416657  1
 0.270833343  1
 0.28125  1
 0.291666657  1
 0.302083343  1
 0.3125  1
 0.322916657  1
 0.333333343  1
 0.34375  1
 0.354166657  1
 0.364583343  1
 0.375  1
 0.385416657  1
 0.395833343  1
 0.40625  1
 0.416666657  1
 0.427083343  1
 0.4375  1
 0.447916657  1
 0.458333343  1
 0.46875  1
 0.479166657  1
 0.489583343  1
 0.5  1
 0.510416687  1
 0.520833313  1
 0.53125  1
 0.541666687  1
 0.552083313  1
 0.5625  1
 0.572916687  1
 0.583333313  1
 0.59375  0.999986
 0.604166687  0.996459
 0.614583313  0.88251
 0.625  0.88251
 0.635416687  0.319682
 0.645833313  0.0132054
 0.65625  0.00056528
 0.666666687  1.05417e-05
 0.677083313  1.45315e-06
 0.6875  1.45315e-06
 0.697916687  3.48882e-08
 0.708333313  2.82187e-09
 0.71875  1.11801e-09
 0.729166687  3.47029e-10
 0.739583313  1.68613e-10
 0.75  1.68613e-10
 0.760416687  1.45414e-10
 0.770833313  1.31501e-10
 0.78125  1.17069e-10
 0.791666687  6.62526e-11
 0.802083313  3.69372e-11
 0.8125  3.69372e-11
 0.822916687  2.70979e-11
 0.833333313  1.49741e-11
 0.84375  1.08331e-11
 0.854166687  9.23842e-12
 0.864583313  6.21671e-12
 0.875  6.21671e-12
 0.885416687  5.36759e-12
 0.895833313  4.21718e-12
 0.90625  2.75875e-12
 0.916666687  2.75875e-12
 0.927083313  1.71886e-12
 0.9375  1.71886e-12
 0.947916687  1.71886e-12
 0.958333313  9.1119e-13
 0.96875  9.1119e-13
 0.979166687  9.1119e-13
 0.989583313  9.1119e-13
 1  9.1119e-13
