# spanwise profile label=P1 x=20 z=0.31875 t=31.6 n=97
# y(m) U_x U_y U_z alpha valid
 0 -0.227657124 -5.32623744e-06 -0.000402693055  1 1
 0.00520833349 -0.227657124 -5.32623744e-06 -0.000402693055  1 1
 0.010416667 -0.227657124 -5.32623744e-06 -0.000402693055  1 1
 0.015625 -0.227657124 -5.32623744e-06 -0.000402693055  1 1
 0.020833334 -0.227657124 -5.32623744e-06 -0.000402693055  1 1
 0.026041666 -0.227657124 -5.32623744e-06 -0.000402693055  1 1
 0.03125 -0.227657124 -5.32623744e-06 -0.000402693055  1 1
 0.0364583321 -0.227657124 -5.32623744e-06 -0.000402693055  1 1
 0.0416666679 -0.227657124 -5.32623744e-06 -0.000402693055  1 1
 0.046875 -0.227657124 -5.32623744e-06 -0.000402693055  1 1
 0.0520833321 -0.227688015 -1.58254934e-05 -0.000417251547  1 1
 0.0572916679 -0.227688015 -1.58254934e-05 -0.000417251547  1 1
 0.0625 -0.227688015 -1.58254934e-05 -0.000417251547  1 1
 0.0677083358 -0.227688015 -1.58254934e-05 -0.000417251547  1 1
 0.0729166642 -0.227688015 -1.58254934e-05 -0.000417251547  1 1
 0.078125 -0.227688015 -1.58254934e-05 -0.000417251547  1 1
 0.0833333358 -0.227688015 -1.58254934e-05 -0.000417251547  1 1
 0.0885416642 -0.227688015 -1.58254934e-05 -0.000417251547  1 1
 0.09375 -0.227688015 -1.58254934e-05 -0.000417251547  1 1
 0.0989583358 -0.227688015 -1.58254934e-05 -0.000417251547  1 1
 0.104166664 -0.227737263 -8.09832181e-06 -0.000444816251  1 1
 0.109375 -0.227737263 -8.09832181e-06 -0.000444816251  1 1
 0.114583336 -0.227737263 -8.09832181e-06 -0.000444816251  1 1
 0.119791664 -0.227737263 -8.09832181e-06 -0.000444816251  1 1
 0.125 -0.227737263 -8.09832181e-06 -0.000444816251  1 1
 0.130208328 -0.227737263 -8.09832181e-06 -0.000444816251  1 1
 0.135416672 -0.227737263 -8.09832181e-06 -0.000444816251  1 1
 0.140625 -0.227737263 -8.09832181e-06 -0.000444816251  1 1
 0.145833328 -0.227737263 -8.09832181e-06 -0.000444816251  1 1
