# spanwise profile label=P1 x=20 z=0.31875 t=38 n=97
# y(m) U_x U_y U_z alpha valid
 0 -0.231727988 -3.92475849e-05  0.000647985085  1 1
 0.00520833349 -0.231727988 -3.92475849e-05  0.000647985085  1 1
 0.010416667 -0.231727988 -3.92475849e-05  0.000647985085  1 1
 0.015625 -0.231727988 -3.92475849e-05  0.000647985085  1 1
 0.020833334 -0.231727988 -3.92475849e-05  0.000647985085  1 1
 0.026041666 -0.231727988 -3.92475849e-05  0.000647985085  1 1
 0.03125 -0.231727988 -3.92475849e-05  0.000647985085  1 1
 0.0364583321 -0.231727988 -3.92475849e-05  0.000647985085  1 1
 0.0416666679 -0.231727988 -3.92475849e-05  0.000647985085  1 1
 0.046875 -0.231727988 -3.92475849e-05  0.000647985085  1 1
 0.0520833321 -0.231777579 -4.03369741e-05  0.000650947972  1 1
 0.0572916679 -0.231777579 -4.03369741e-05  0.000650947972  1 1
 0.0625 -0.231777579 -4.03369741e-05  0.000650947972  1 1
 0.0677083358 -0.231777579 -4.03369741e-05  0.000650947972  1 1
 0.0729166642 -0.231777579 -4.03369741e-05  0.000650947972  1 1
 0.078125 -0.231777579 -4.03369741e-05  0.000650947972  1 1
 0.0833333358 -0.231777579 -4.03369741e-05  0.000650947972  1 1
 0.0885416642 -0.231777579 -4.03369741e-05  0.000650947972  1 1
 0.09375 -0.231777579 -4.03369741e-05  0.000650947972  1 1
 0.0989583358 -0.231777579 -4.03369741e-05  0.000650947972  1 1
 0.104166664 -0.2317615 -2.92633922e-05  0.000592562428  1 1
 0.109375 -0.2317615 -2.92633922e-05  0.000592562428  1 1
 0.114583336 -0.2317615 -2.92633922e-05  0.000592562428  1 1
 0.119791664 -0.2317615 -2.92633922e-05  0.000592562428  1 1
 0.125 -0.2317615 -2.92633922e-05  0.000592562428  1 1
 0.130208328 -0.2317615 -2.92633922e-05  0.000592562428  1 1
 0.135416672 -0.2317615 -2.92633922e-05  0.000592562428  1 1
 0.140625 -0.2317615 -2.92633922e-05  0.000592562428  1 1
 0.145833328 -0.2317615 -2.92633922e-05  0.000592562428  1 1
 0.151041672 -0.231752202  3.89003799e-05  0.000643295352  1 1
 0.15625 -0.231752202  3.89003799e-05  0.000643295352  1 1
 0.161458328 -0.231752202  3.89003799e-05  0.000643295352  1 1
 0.166666672 -0.231752202  3.89003799e-05  0.000643295352  1 1
 0.171875 -0.231752202  3.89003799e-05  0.000643295352  1 1
 0.177083328 -0.231752202  3.89003799e-05  0.000643295352  1 1
 0.182291672 -0.231752202  3.89003799e-05  0.000643295352  1 1
 0.1875 -0.231752202  3.89003799e-05  0.000643295352  1 1
 0.192708328 -0.231752202  3.89003799e-05  0.000643295352  1 1
 0.197916672 -0.231752202  3.89003799e-05  0.000643295352  1 1
 0.203125 -0.23166585  8.22377915e-05  0.00060430856  1 1
 0.208333328 -0.23166585  8.22377915e-05  0.00060430856  1 1
 0.213541672 -0.23166585  8.22377915e-05  0.00060430856  1 1
 0.21875 -0.23166585  8.22377915e-05  0.00060430856  1 1
 0.223958328 -0.23166585  8.22377915e-05  0.00060430856  1 1
 0.229166672 -0.23166585  8.22377915e-05  0.00060430856  1 1
 0.234375 -0.23166585  8.22377915e-05  0.00060430856  1 1
 0.239583328 -0.23166585  8.22377915e-05  0.00060430856  1 1
 0.244791672 -0.23166585  8.22377915e-05  0.00060430856  1 1
 0.25 -0.23166585  8.22377915e-05  0.00060430856  1 1
 0.255208343 -0.231632933  7.46804508e-05  0.00070946879  1 1
 0.260416657 -0.231632933  7.46804508e-05  0.00070946879  1 1
 0.265625 -0.231632933  7.46804508e-05  0.00070946879  1 1
 0.270833343 -0.231632933  7.46804508e-05  0.00070946879  1 1
 0.276041657 -0.231632933  7.46804508e-05  0.00070946879  1 1
 0.28125 -0.231632933  7.46804508e-05  0.00070946879  1 1
 0.286458343 -0.231632933  7.46804508e-05  0.00070946879  1 1
 0.291666657 -0.231632933  7.46804508e-05  0.00070946879  1 1
 0.296875 -0.231632933  7.46804508e-05  0.00070946879  1 1
 0.302083343 -0.231749713  0.00010500988  0.000693657377  1 1
 0.307291657 -0.231749713  0.00010500988  0.000693657377  1 1
 0.3125 -0.231749713  0.00010500988  0.000693657377  1 1
 0.317708343 -0.231749713  0.00010500988  0.000693657377  1 1
 0.322916657 -0.231749713  0.00010500988  0.000693657377  1 1
 0.328125 -0.231749713  0.00010500988  0.000693657377  1 1
 0.333333343 -0.231749713  0.00010500988  0.000693657377  1 1
 0.338541657 -0.231749713  0.00010500988  0.000693657377  1 1
 0.34375 -0.231749713  0.00010500988  0.000693657377  1 1
 0.348958343 -0.231749713  0.00010500988  0.000693657377  1 1
 0.354166657 -0.231592089  0.000209370075  0.000821648398  1 1
 0.359375 -0.231592089  0.000209370075  0.000821648398  1 1
 0.364583343 -0.231592089  0.000209370075  0.000821648398  1 1
 0.369791657 -0.231592089  0.000209370075  0.000821648398  1 1
 0.375 -0.231592089  0.000209370075  0.000821648398  1 1
 0.380208343 -0.231592089  0.000209370075  0.000821648398  1 1
 0.385416657 -0.231592089  0.000209370075  0.000821648398  1 1
 0.390625 -0.231592089  0.000209370075  0.000821648398  1 1
 0.395833343 -0.231592089  0.000209370075  0.000821648398  1 1
 0.401041657 -0.231391653  3.74619995e-05  0.000805632852  1 1
 0.40625 -0.231391653  3.74619995e-05  0.000805632852  1 1
 0.411458343 -0.231391653  3.74619995e-05  0.000805632852  1 1
 0.416666657 -0.231391653  3.74619995e-05  0.000805632852  1 1
 0.421875 -0.231391653  3.74619995e-05  0.000805632852  1 1
 0.427083343 -0.231391653  3.74619995e-05  0.000805632852  1 1
 0.432291657 -0.231391653  3.74619995e-05  0.000805632852  1 1
 0.4375 -0.231391653  3.74619995e-05  0.000805632852  1 1
 0.442708343 -0.231391653  3.74619995e-05  0.000805632852  1 1
 0.447916657 -0.231391653  3.74619995e-05  0.000805632852  1 1
 0.453125 -0.231549427  4.46466038e-05  0.000878880324  1 1
 0.458333343 -0.231549427  4.46466038e-05  0.000878880324  1 1
 0.463541657 -0.231549427  4.46466038e-05  0.000878880324  1 1
 0.46875 -0.231549427  4.46466038e-05  0.000878880324  1 1
 0.473958343 -0.231549427  4.46466038e-05  0.000878880324  1 1
 0.479166657 -0.231549427  4.46466038e-05  0.000878880324  1 1
 0.484375 -0.231549427  4.46466038e-05  0.000878880324  1 1
 0.489583343 -0.231549427  4.46466038e-05  0.000878880324  1 1
 0.494791657 -0.231549427  4.46466038e-05  0.000878880324  1 1
 0.5 -0.231549427  4.46466038e-05  0.000878880324  1 1
