# spanwise profile label=P3 x=39 z=0.551326 t=36.4 n=97
# y(m) U_x U_y U_z alpha valid
 0 -0.378899634 -0.0122860009  0.0689214468  0.992239 1
 0.00520833349 -0.378899634 -0.0122860009  0.0689214468  0.992239 1
 0.010416667 -0.35954091 -0.0011014695  0.129743829  0.999981 1
 0.015625 -0.387547374 -0.0243570227  0.101461694  0.999914 1
 0.020833334 -0.373589069 -0.0395853035  0.0638309047  0.999607 1
 0.026041666 -0.322286099 -0.0426247083  0.0583480634  0.999535 1
 0.03125 -0.295021176 -0.0397897251  0.052227851  0.999881 1
 0.0364583321 -0.295021176 -0.0397897251  0.052227851  0.999881 1
 0.0416666679 -0.289565831 -0.0448794849  0.0444380306  0.999823 1
 0.046875 -0.281249017 -0.0483903661  0.0384966657  0.999886 1
 0.0520833321 -0.275095344 -0.0511383042  0.0332879685  0.999978 1
 0.0572916679 -0.275996715 -0.0510755628  0.0275557172  0.999998 1
 0.0625 -0.281439185 -0.0496996827  0.0209486708  0.999998 1
 0.0677083358 -0.281439185 -0.0496996827  0.0209486708  0.999998 1
 0.0729166642 -0.287311316 -0.0475532375  0.014082077  0.999998 1
 0.078125 -0.290291667 -0.0444141179  0.00734009733  0.999992 1
 0.0833333358 -0.292136073 -0.0392037928  0.000467644335  0.999966 1
 0.0885416642 -0.295399755 -0.0315790735 -0.00710040284  0.999943 1
 0.09375 -0.300277203 -0.0218404271 -0.014595286  0.99994 1
 0.0989583358 -0.300277203 -0.0218404271 -0.014595286  0.99994 1
 0.104166664 -0.306450278 -0.0112539921 -0.0197850745  0.999959 1
 0.109375 -0.313121647 -0.0024189062 -0.0211981796  0.999959 1
 0.114583336 -0.319144309  0.00329630077 -0.0203306954  0.999959 1
 0.119791664 -0.32285133  0.00455677742 -0.0181103516  0.999984 1
 0.125 -0.321119338  0.00122979796 -0.0138445338  0.999996 1
 0.130208328 -0.321119338  0.00122979796 -0.0138445338  0.999996 1
 0.135416672 -0.314727098 -0.00636229059 -0.00572758494  0.999996 1
 0.140625 -0.31773293 -0.0160609446  0.00137643947  0.999864 1
 0.145833328 -0.337335944 -0.0339531973 -0.000172508066  0.999556 1
 0.151041672 -0.35754469 -0.05150811  0.00123910361  0.999514 1
 0.15625 -0.35754469 -0.05150811  0.00123910361  0.999514 1
 0.161458328 -0.371520549 -0.0526185296  0.00999597926  0.999393 1
 0.166666672 -0.375012368 -0.0454788804  0.0120179551  0.999629 1
 0.171875 -0.369341373 -0.0384133086  0.0024758256  0.999787 1
 0.177083328 -0.357958257 -0.035012994 -0.0129733151  0.999966 1
 0.182291672 -0.344506353 -0.0356445834 -0.0246992353  0.999997 1
 0.1875 -0.344506353 -0.0356445834 -0.0246992353  0.999997 1
 0.192708328 -0.331850469 -0.0368582979 -0.0305992384  1 1
 0.197916672 -0.322607398 -0.0352440849 -0.0335211791  1 1
 0.203125 -0.318644106 -0.0284319501 -0.034536168  0.999999 1
 0.208333328 -0.320217341 -0.0154570658 -0.0306986962  0.999997 1
 0.213541672 -0.328038365  0.00178523792 -0.0212997794  0.999991 1
 0.21875 -0.328038365  0.00178523792 -0.0212997794  0.999991 1
 0.223958328 -0.342564851  0.0201696642 -0.00766975386  0.999936 1
 0.229166672 -0.35937801  0.0375475176  0.00542796217  0.999876 1
 0.234375 -0.374816149  0.0530544184  0.0156868901  0.999828 1
 0.239583328 -0.385302901  0.0655052215  0.0221052188  0.999774 1
 0.244791672 -0.390194237  0.0738296062  0.0252982993  0.999825 1
 0.25 -0.390194237  0.0738296062  0.0252982993  0.999825 1
 0.255208343 -0.389791548  0.0777688399  0.0270279031  0.99991 1
 0.260416657 -0.385200918  0.0770064741  0.0289985761  0.99985 1
 0.265625 -0.378684878  0.0720545501  0.0326248854  0.999756 1
 0.270833343 -0.374348521  0.0623979159  0.0386404917  0.999818 1
 0.276041657 -0.374054134  0.0473656394  0.0460220836  0.999844 1
 0.28125 -0.374054134  0.0473656394  0.0460220836  0.999844 1
 0.286458343 -0.374515057  0.0313954391  0.0532622412  0.999819 1
 0.291666657 -0.372348785  0.0214784332  0.0629167259  0.999603 1
 0.296875 -0.3698636  0.0189503003  0.0799929649  0.998323 1
 0.302083343 -0.371589661  0.0195962917  0.102792889  0.98951 1
 0.307291657 -0.378058821  0.0166024864  0.116258003  0.994644 1
 0.3125 -0.378058821  0.0166024864  0.116258003  0.994644 1
 0.317708343 -0.386820465  0.0122832237  0.11893101  0.999327 1
 0.322916657 -0.398931682  0.0113338064  0.11850699  0.999929 1
 0.328125 -0.4136599  0.0133725684  0.113331124  0.999984 1
 0.333333343 -0.428992122  0.0179637354  0.102473199  0.999984 1
 0.338541657 -0.441912234  0.0250349008  0.0861875117  0.999976 1
 0.34375 -0.441912234  0.0250349008  0.0861875117  0.999976 1
 0.348958343 -0.449682564  0.034423437  0.0659798309  0.999885 1
 0.354166657 -0.452593058  0.046207767  0.0456472114  0.999829 1
 0.359375 -0.452892989  0.0590544976  0.029998539  0.9999 1
 0.364583343 -0.454626799  0.0723159239  0.0190165378  0.999896 1
 0.369791657 -0.458046049  0.0854228511  0.0093932189  0.999819 1
 0.375 -0.458046049  0.0854228511  0.0093932189  0.999819 1
 0.380208343 -0.456010461  0.0971503034 -0.000769638107  0.999376 1
