# spanwise profile label=P3 x=39 z=0.548848 t=33.2 n=97
# y(m) U_x U_y U_z alpha valid
 0 -0.447262764  0.00621667411  0.0592761822  1 1
 0.00520833349 -0.447262764  0.00621667411  0.0592761822  1 1
 0.010416667 -0.450620323  0.00619492959  0.077685751  1 1
 0.015625 -0.450626731 -0.00288301636  0.0778600052  1 1
 0.020833334 -0.446608335 -0.00782050658  0.0754440874  1 1
 0.026041666 -0.446201891 -0.0112361321  0.072014004  1 1
 0.03125 -0.44714728 -0.0119079212  0.0710193813  1 1
 0.0364583321 -0.44714728 -0.0119079212  0.0710193813  1 1
 0.0416666679 -0.449186236 -0.0121691832  0.0707572103  1 1
 0.046875 -0.451687545 -0.0119683119  0.0706595927  1 1
 0.0520833321 -0.45421353 -0.011997995  0.0698932707  1 1
 0.0572916679 -0.456534237 -0.0116904387  0.0689204261  1 1
 0.0625 -0.458390534 -0.0111695426  0.0678759962  1 1
 0.0677083358 -0.458390534 -0.0111695426  0.0678759962  1 1
 0.0729166642 -0.460009933 -0.0104498556  0.0669285059  1 1
 0.078125 -0.4614757 -0.00966365635  0.0659691095  1 1
 0.0833333358 -0.46294868 -0.00871925056  0.0650693029  1 1
 0.0885416642 -0.464483708 -0.00762157328  0.0641729981  1 1
 0.09375 -0.466230363 -0.00624898309  0.0633345842  1 1
 0.0989583358 -0.466230363 -0.00624898309  0.0633345842  1 1
 0.104166664 -0.468267739 -0.00449432805  0.0625859722  1 1
 0.109375 -0.470729947 -0.00215483853  0.0620539971  1 1
 0.114583336 -0.473644435  0.00109991082  0.061968036  1 1
 0.119791664 -0.477031231  0.00560776982  0.0626164302  1 1
 0.125 -0.480443984  0.0115990406  0.0651800781  1 1
 0.130208328 -0.480443984  0.0115990406  0.0651800781  1 1
 0.135416672 -0.48408249  0.0202319212  0.068366155  1 1
 0.140625 -0.488761008  0.0379694551  0.0723281875  0.999993 1
 0.145833328 -0.484925956  0.0557005964  0.0811376125  0.999959 1
 0.151041672 -0.469374806  0.0631834865  0.0931835696  0.999957 1
 0.15625 -0.469374806  0.0631834865  0.0931835696  0.999957 1
 0.161458328 -0.447884053  0.0624177009  0.103554815  0.999976 1
 0.166666672 -0.426207572  0.0547171123  0.109581985  0.999985 1
 0.171875 -0.410454124  0.0385669619  0.112299956  0.999996 1
 0.177083328 -0.405516922  0.0179632474  0.113393858  1 1
 0.182291672 -0.413365155 -0.00374152442  0.116867162  1 1
 0.1875 -0.413365155 -0.00374152442  0.116867162  1 1
 0.192708328 -0.428007454 -0.0213399455  0.121391036  1 1
 0.197916672 -0.438308269 -0.029543722  0.121402666  1 1
 0.203125 -0.443031222 -0.0304024182  0.115643121  1 1
 0.208333328 -0.447155625 -0.0290971305  0.106175765  1 1
 0.213541672 -0.452647507 -0.0284030363  0.0964650959  1 1
 0.21875 -0.452647507 -0.0284030363  0.0964650959  1 1
 0.223958328 -0.458084434 -0.0277085807  0.0887672454  1 1
 0.229166672 -0.462242305 -0.0262892041  0.0827937797  1 1
 0.234375 -0.465124667 -0.0243889112  0.0775554627  1 1
 0.239583328 -0.467183053 -0.0221527051  0.0727740899  1 1
 0.244791672 -0.468605518 -0.0196087044  0.0685039833  1 1
 0.25 -0.468605518 -0.0196087044  0.0685039833  1 1
 0.255208343 -0.469497234 -0.0167583488  0.0648333132  1 1
 0.260416657 -0.46988821 -0.0136287361  0.0618381612  1 1
 0.265625 -0.469799578 -0.0103491498  0.0596529618  1 1
 0.270833343 -0.469286829 -0.00713630393  0.0582849644  1 1
 0.276041657 -0.468431056 -0.00421793107  0.0576851219  1 1
 0.28125 -0.468431056 -0.00421793107  0.0576851219  1 1
 0.286458343 -0.467358083 -0.00173698924  0.0576336198  1 1
 0.291666657 -0.46617949  0.000295586273  0.0579482727  1 1
 0.296875 -0.464992821  0.00190615468  0.0584600978  1 1
 0.302083343 -0.463866442  0.00318407011  0.0590732768  1 1
 0.307291657 -0.462843299  0.00421864958  0.0597303249  1 1
 0.3125 -0.462843299  0.00421864958  0.0597303249  1 1
 0.317708343 -0.461935639  0.00510040717  0.0604102537  1 1
 0.322916657 -0.461138606  0.00589266559  0.0611212105  1 1
 0.328125 -0.460434735  0.00664386339  0.0618854575  1 1
 0.333333343 -0.45979923  0.00737906853  0.0627333522  1 1
 0.338541657 -0.459205031  0.00810726453  0.0636942089  1 1
 0.34375 -0.459205031  0.00810726453  0.0636942089  1 1
 0.348958343 -0.458625764  0.00882625207  0.0647917539  1 1
 0.354166657 -0.458036393  0.00952331722  0.0660439208  1 1
 0.359375 -0.457421511  0.0101857604  0.0674612671  1 1
 0.364583343 -0.456770658  0.0107966391  0.0690562353  1 1
 0.369791657 -0.456088632  0.0113446284  0.0708329901  1 1
 0.375 -0.456088632  0.0113446284  0.0708329901  1 1
 0.380208343 -0.455368757  0.0118431635  0.0727708563  1 1
 0.385416657 -0.454580933  0.0122989444  0.0749268085  1 1
 0.390625 -0.45386216  0.0126424348  0.0775474161  1 1
 0.395833343 -0.454034507  0.0131783132  0.0809187591  1 1
 0.401041657 -0.455275238  0.0141818989  0.0845363364  1 1
 0.40625 -0.455275238  0.0141818989  0.0845363364  1 1
 0.411458343 -0.455863476  0.014262801  0.0868830085  1 1
 0.416666657 -0.45464927  0.0131714689  0.0875444859  1 1
 0.421875 -0.452315509  0.011920617  0.0881235152  1 1
