# spanwise profile label=P3 x=39 z=0.548848 t=30 n=97
# y(m) U_x U_y U_z alpha valid
 0 -0.346512437 -5.04639593e-06 -0.00505068013  1 1
 0.00520833349 -0.346512437 -5.04639593e-06 -0.00505068013  1 1
 0.010416667 -0.346513212 -1.0632295e-05 -0.00505293394  1 1
 0.015625 -0.346513391 -2.0890795e-05 -0.00505329063  1 1
 0.020833334 -0.346513331 -2.71985245e-05 -0.00505956262  1 1
 0.026041666 -0.346513242 -3.65657688e-05 -0.00506003434  1 1
 0.03125 -0.346513271 -4.30799446e-05 -0.00506810518  1 1
 0.0364583321 -0.346513271 -4.30799446e-05 -0.00506810518  1 1
 0.0416666679 -0.346514076 -5.1441395e-05 -0.0050682947  1 1
 0.046875 -0.346515119 -5.78890686e-05 -0.00507817743  1 1
 0.0520833321 -0.346516103 -6.50219445e-05 -0.00507942215  1 1
 0.0572916679 -0.346518278 -7.05399434e-05 -0.00509030093  1 1
 0.0625 -0.346518636 -7.78251124e-05 -0.005093263  1 1
 0.0677083358 -0.346518636 -7.78251124e-05 -0.005093263  1 1
 0.0729166642 -0.346522361 -8.13878287e-05 -0.00510651758  1 1
 0.078125 -0.346522808 -8.85945701e-05 -0.00510926172  1 1
 0.0833333358 -0.346526146 -9.02074389e-05 -0.00512470445  1 1
 0.0885416642 -0.346527189 -9.66746593e-05 -0.00512671936  1 1
 0.09375 -0.346530885 -9.6628668e-05 -0.00514530018  1 1
 0.0989583358 -0.346530885 -9.6628668e-05 -0.00514530018  1 1
 0.104166664 -0.34653312 -0.000101480407 -0.00514537888  1 1
 0.109375 -0.346536607 -9.98596588e-05 -0.00516615529  1 1
 0.114583336 -0.346539497 -0.000102632941 -0.00516347867  1 1
 0.119791664 -0.346542418 -0.000100936522 -0.00518728653  1 1
 0.125 -0.346545577 -0.000100093115 -0.00518492889  1 1
 0.130208328 -0.346545577 -0.000100093115 -0.00518492889  1 1
 0.135416672 -0.346547693 -9.71866175e-05 -0.00520897284  1 1
 0.140625 -0.346551448 -9.3507886e-05 -0.00520630414  1 1
 0.145833328 -0.346553653 -8.96105121e-05 -0.0052303304  1 1
 0.151041672 -0.346557736 -8.16327301e-05 -0.00522751827  1 1
 0.15625 -0.346557736 -8.16327301e-05 -0.00522751827  1 1
 0.161458328 -0.346559346 -7.70338011e-05 -0.00524861459  1 1
 0.166666672 -0.34656325 -6.5474429e-05 -0.00524570001  1 1
 0.171875 -0.346566468 -5.93471741e-05 -0.00526250666  1 1
 0.177083328 -0.346570373 -4.4758388e-05 -0.005259417  1 1
 0.182291672 -0.346571445 -3.81367136e-05 -0.00526894489  1 1
 0.1875 -0.346571445 -3.81367136e-05 -0.00526894489  1 1
 0.192708328 -0.346575975 -2.46031686e-05 -0.00526717352  1 1
 0.197916672 -0.346577913 -1.59863721e-05 -0.0052728937  1 1
 0.203125 -0.346581608 -6.90027264e-07 -0.00526925875  1 1
 0.208333328 -0.346582532  7.54873554e-06 -0.00526853884  1 1
 0.213541672 -0.346585095  2.33946357e-05 -0.00526605221  1 1
 0.21875 -0.346585095  2.33946357e-05 -0.00526605221  1 1
 0.223958328 -0.346586198  3.16681544e-05 -0.0052601858  1 1
 0.229166672 -0.34658742  4.68775361e-05 -0.00525760185  1 1
 0.234375 -0.346586227  5.51001322e-05 -0.00524604553  1 1
 0.239583328 -0.346586257  6.8653193e-05 -0.00524395006  1 1
 0.244791672 -0.346584141  7.54560751e-05 -0.00522818696  1 1
 0.25 -0.346584141  7.54560751e-05 -0.00522818696  1 1
 0.255208343 -0.346582532  8.70215008e-05 -0.0052262242  1 1
 0.260416657 -0.346579611  9.13681506e-05 -0.0052067549  1 1
 0.265625 -0.346576035  9.95254813e-05 -0.00520553952  1 1
 0.270833343 -0.346574187  0.00010161 -0.00518386206  1 1
 0.276041657 -0.34656927  0.000106507898 -0.00518362038  1 1
 0.28125 -0.34656927  0.000106507898 -0.00518362038  1 1
 0.286458343 -0.346567929  0.000107088585 -0.00516028656  1 1
 0.291666657 -0.34656173  0.000108979963 -0.00516173337  1 1
 0.296875 -0.34656167  0.000108860724 -0.00513875065  1 1
 0.302083343 -0.346553952  0.000107684209 -0.00514156977  1 1
 0.307291657 -0.346555144  0.000108163571 -0.00511934794  1 1
 0.3125 -0.346555144  0.000108163571 -0.00511934794  1 1
 0.317708343 -0.346544981  0.000103372942 -0.00512224901  1 1
 0.322916657 -0.346548319  0.000105207218 -0.00510302093  1 1
 0.328125 -0.346536458  9.69232278e-05 -0.00510362675  1 1
 0.333333343 -0.346539468  9.96426752e-05 -0.00508869486  1 1
 0.338541657 -0.346527249  8.8573106e-05 -0.00508540776  1 1
 0.34375 -0.346527249  8.8573106e-05 -0.00508540776  1 1
 0.348958343 -0.346530676  9.09692535e-05 -0.00507684192  1 1
 0.354166657 -0.346518129  7.82616407e-05 -0.00506948633  1 1
 0.359375 -0.346521646  7.89100523e-05 -0.0050675543  1 1
 0.364583343 -0.346508682  6.55823533e-05 -0.00505658286  1 1
 0.369791657 -0.346512377  6.44125757e-05 -0.00506175589  1 1
 0.375 -0.346512377  6.44125757e-05 -0.00506175589  1 1
 0.380208343 -0.34649995  5.1386156e-05 -0.00504842028  1 1
 0.385416657 -0.346502215  4.89021513e-05 -0.00505933166  1 1
 0.390625 -0.346490592  3.76414137e-05 -0.00504474482  1 1
 0.395833343 -0.34649232  3.38167665e-05 -0.00506096845  1 1
 0.401041657 -0.346481502  2.54142215e-05 -0.00504619768  1 1
 0.40625 -0.346481502  2.54142215e-05 -0.00504619768  1 1
 0.411458343 -0.346482635  2.1481992e-05 -0.00506542437  1 1
 0.416666657 -0.346471816  1.56364931e-05 -0.00505008176  1 1
 0.421875 -0.346473396  1.15073854e-05 -0.00507169357  1 1
 0.427083343 -0.346462995  9.02272313e-06 -0.005056825  1 1
 0.432291657 -0.346463442  4.78934453e-06 -0.00507721631  1 1
 0.4375 -0.346463442  4.78934453e-06 -0.00507721631  1 1
 0.442708343 -0.346453756  5.19119749e-06 -0.00506384857  1 1
 0.447916657 -0.346453995  5.67431471e-07 -0.00508177653  1 1
 0.453125 -0.346445948  3.27571115e-06 -0.00507042883  1 1
 0.458333343 -0.346446395 -1.77205561e-06 -0.00508462405  1 1
 0.463541657 -0.34643966  2.45204046e-06 -0.00507575646  1 1
 0.46875 -0.34643966  2.45204046e-06 -0.00507575646  1 1
 0.473958343 -0.34644112 -2.33942751e-06 -0.00508523872  1 1
 0.479166657 -0.346436739  2.35494554e-06 -0.00507829199  1 1
 0.484375 -0.346437275 -2.91951528e-06 -0.00508302823  1 1
 0.489583343 -0.3464351  2.15241494e-06 -0.00507919258  1 1
 0.494791657 -0.346435249 -2.94203869e-06 -0.00508095603  1 1
 0.5 -0.346435249 -2.94203869e-06 -0.00508095603  1 1
