# spanwise profile  label=P4  x=41  z=0.6  t=33.2  n=97
# y(m) U_x U_y U_z valid
 0  0.144616783  0.000130646426  0.0127444305 1
 0.00520833349  0.144173831  7.07216968e-05  0.0136325303 1
 0.010416667  0.143523663 -5.40668179e-06  0.0145014515 1
 0.015625  0.142770007 -7.6003038e-05  0.0145148989 1
 0.020833334  0.141524017 -0.000215697117  0.0138414549 1
 0.026041666  0.139254764 -0.000497797446  0.0130677028 1
 0.03125  0.135639459 -0.000896716549  0.0126115726 1
 0.0364583321  0.130893022 -0.000990099274  0.0122279581 1
 0.0416666679  0.125949517 -0.000513268984  0.0116461953 1
 0.046875  0.121177629  0.000580373337  0.0109241456 1
 0.0520833321  0.116799057  0.00222998648  0.0101753529 1
 0.0572916679  0.11292433  0.00430569611  0.00952131767 1
 0.0625  0.109588586  0.00664700707  0.00904376712 1
 0.0677083358  0.106946118  0.00909555703  0.00879061781 1
 0.0729166642  0.104820624  0.0115142781  0.00871058647 1
 0.078125  0.103155695  0.0138482181  0.00880022999 1
 0.0833333358  0.101894945  0.0160584357  0.00905530807 1
 0.0885416642  0.100985765  0.0181173682  0.00947126374 1
 0.09375  0.100383088  0.0200040862  0.0100436667 1
 0.0989583358  0.10009563  0.0216512922  0.0107944915 1
 0.104166664  0.100015782  0.0231003128  0.0116708847 1
 0.109375  0.10011787  0.0243541356  0.0126593206 1
 0.114583336  0.100380525  0.0254167579  0.013747043 1
 0.119791664  0.100784138  0.0262886416  0.0149216792 1
 0.125  0.101308212  0.0269621667  0.0161708687 1
 0.130208328  0.101938471  0.0273559373  0.0174856856 1
 0.135416672  0.102621205  0.0275131278  0.018822277 1
 0.140625  0.103334777  0.027446622  0.0201576594 1
 0.145833328  0.104053997  0.0271782093  0.0214751661 1
 0.151041672  0.104763545  0.0267601889  0.0228173509 1
 0.15625  0.10547138  0.0262970068  0.0243388657 1
 0.161458328  0.106555998  0.0257002786  0.0263469983 1
 0.166666672  0.107762836  0.0251846947  0.0277159829 1
 0.171875  nan  nan  nan 0
 0.177083328  nan  nan  nan 0
 0.182291672  nan  nan  nan 0
 0.1875  nan  nan  nan 0
 0.192708328  nan  nan  nan 0
 0.197916672  nan  nan  nan 0
 0.203125  nan  nan  nan 0
 0.208333328  nan  nan  nan 0
 0.213541672  nan  nan  nan 0
 0.21875  nan  nan  nan 0
 0.223958328  nan  nan  nan 0
 0.229166672  nan  nan  nan 0
 0.234375  nan  nan  nan 0
 0.239583328  0.098398149  0.00661846064  0.0371789448 1
 0.244791672  0.0975104719  0.00634673191  0.0365071595 1
 0.25  0.096429795  0.00597437005  0.0360601582 1
 0.255208343  0.0952489898  0.00568508543  0.0360161923 1
 0.260416657  0.0940915495  0.00552474987  0.0361602642 1
 0.265625  0.0929222777  0.00545317074  0.0364576168 1
 0.270833343  0.0915699154  0.00549850799  0.0369530432 1
 0.276041657  0.0897950977  0.00572002074  0.0377290249 1
 0.28125  0.08735843  0.00617095409  0.0388638526 1
 0.286458343  0.0838074759  0.00739010237  0.0406280011 1
 0.291666657  0.0794842169  0.00998719037  0.0434343591 1
 0.296875  0.0769048259  0.0136028081  0.0474261045 1
 0.302083343  0.0801301226  0.0167728327  0.0516522266 1
 0.307291657  0.0920359194  0.0177894756  0.0538818762 1
 0.3125  0.111583769  0.0155623313  0.0504186451 1
 0.317708343  0.129383504  0.0115393465  0.0381388478 1
 0.322916657  0.141689479  0.00630083587  0.0284954887 1
 0.328125  0.148160934 -0.000610663265  0.0262638759 1
 0.333333343  0.149032399 -0.00799335819  0.0307269711 1
 0.338541657  0.14508 -0.0143190632  0.038249217 1
 0.34375  0.137586758 -0.0190650988  0.0448527895 1
 0.348958343  0.127017036 -0.0221633669  0.0484166481 1
 0.354166657  0.115816064 -0.0224413499  0.0506008044 1
 0.359375  0.105604805 -0.0207112711  0.0512525961 1
 0.364583343  0.0974786058 -0.0184451211  0.0505735911 1
 0.369791657  0.0919316337 -0.0169174876  0.049067501 1
 0.375  0.0887814835 -0.0163483825  0.0474878661 1
 0.380208343  0.0871680677 -0.0158024989  0.0449235961 1
 0.385416657  0.0855336636 -0.0149617922  0.0418904237 1
 0.390625  0.0839498416 -0.0138683831  0.0392083675 1
 0.395833343  0.0826383084 -0.012682179  0.0371123515 1
 0.401041657  0.0817704722 -0.0115833888  0.0354843922 1
 0.40625  0.0812672749 -0.0106752701  0.0340858921 1
 0.411458343  0.081097208 -0.0100034783  0.0328948088 1
 0.416666657  0.0810927451 -0.00954896118  0.0318466723 1
 0.421875  0.081222795 -0.00930079166  0.0309073795 1
 0.427083343  0.081454061 -0.00925405417  0.0300463345 1
 0.432291657  0.0817613676 -0.00940520968  0.0292334352 1
 0.4375  0.0821379349 -0.00974748749  0.0284361001 1
 0.442708343  0.0826112181 -0.0103091048  0.027593039 1
 0.447916657  0.08319664 -0.0110200653  0.0266503487 1
 0.453125  0.0839307532 -0.0118381437  0.0255514849 1
 0.458333343  0.0848546401 -0.0127016427  0.0242358204 1
 0.463541657  0.0860126391 -0.0135217076  0.022641018 1
 0.46875  0.0874511302 -0.0141746476  0.0207053628 1
 0.473958343  0.0893115923 -0.0142934285  0.0182809606 1
 0.479166657  0.091451928 -0.0136433495  0.0155222472 1
 0.484375  0.0936679244 -0.0119567076  0.0126165031 1
 0.489583343  0.095673494 -0.00906680617  0.00989363901 1
 0.494791657  0.0971469581 -0.00552230468  0.00779700372 1
 0.5  0.0977777988 -0.00320140296  0.00685364101 1
